item,pip
http://www.wikidata.org/entity/Q107383394,flask-babel
http://www.wikidata.org/entity/Q107384615,flask-basicauth
http://www.wikidata.org/entity/Q107386956,flask-breadcrumbs
http://www.wikidata.org/entity/Q107385974,flask-cli
http://www.wikidata.org/entity/Q107386000,Flask-Mongoengine
http://www.wikidata.org/entity/Q107386390,flask-redis
http://www.wikidata.org/entity/Q107386396,flask-restless
http://www.wikidata.org/entity/Q107385976,flask-rq2
http://www.wikidata.org/entity/Q107385916,flask-swagger-ui
http://www.wikidata.org/entity/Q107384162,flask-testing
http://www.wikidata.org/entity/Q107386976,Flask-WebpackExt
http://www.wikidata.org/entity/Q107386089,flufl.lock
http://www.wikidata.org/entity/Q107380988,fsspec
http://www.wikidata.org/entity/Q107383798,functions-framework
http://www.wikidata.org/entity/Q107380978,fusepy
http://www.wikidata.org/entity/Q107381641,fyzz
http://www.wikidata.org/entity/Q107386237,galaxy-containers
http://www.wikidata.org/entity/Q107384690,gapic-google-cloud-error-reporting-v1beta1
http://www.wikidata.org/entity/Q107382836,geoip
http://www.wikidata.org/entity/Q107386523,georaptor
http://www.wikidata.org/entity/Q107384528,geventhttpclient
http://www.wikidata.org/entity/Q107387128,git-fat
http://www.wikidata.org/entity/Q107384741,git-lint
http://www.wikidata.org/entity/Q107386218,gntp
http://www.wikidata.org/entity/Q107383462,google-ads
http://www.wikidata.org/entity/Q107381708,google-api-core
http://www.wikidata.org/entity/Q107383242,google-cloud
http://www.wikidata.org/entity/Q107381793,google-cloud-bigquery-storage
http://www.wikidata.org/entity/Q107384716,google-cloud-build
http://www.wikidata.org/entity/Q107383465,google-cloud-container
http://www.wikidata.org/entity/Q107381792,google-cloud-pubsub
http://www.wikidata.org/entity/Q107386866,google-cloud-scheduler
http://www.wikidata.org/entity/Q107383473,google-cloud-speech
http://www.wikidata.org/entity/Q107383478,google-cloud-workflows
http://www.wikidata.org/entity/Q107381710,google-crc32c
http://www.wikidata.org/entity/Q107385637,gputil
http://www.wikidata.org/entity/Q107384164,gql
http://www.wikidata.org/entity/Q107386088,grandalf
http://www.wikidata.org/entity/Q107382257,graphql-core
http://www.wikidata.org/entity/Q107385274,grpcio-reflection
http://www.wikidata.org/entity/Q107383842,haversine
http://www.wikidata.org/entity/Q107381782,hdfs
http://www.wikidata.org/entity/Q107386128,hexdump
http://www.wikidata.org/entity/Q107386903,hl7
http://www.wikidata.org/entity/Q107384669,hmmlearn
http://www.wikidata.org/entity/Q107383479,hmsclient
http://www.wikidata.org/entity/Q107385652,homeassistant
http://www.wikidata.org/entity/Q107386121,html-linter
http://www.wikidata.org/entity/Q107386694,http
http://www.wikidata.org/entity/Q107383345,httpstan
http://www.wikidata.org/entity/Q107385538,hvplot
http://www.wikidata.org/entity/Q107381762,hydra-core
http://www.wikidata.org/entity/Q107381104,hyperframe
http://www.wikidata.org/entity/Q107383351,imbalanced-learn
http://www.wikidata.org/entity/Q107370332,importlib-metadata
http://www.wikidata.org/entity/Q107386060,instantmusic
http://www.wikidata.org/entity/Q107386965,invenio-config
http://www.wikidata.org/entity/Q107386978,invenio-i18n
http://www.wikidata.org/entity/Q107386980,invenio-theme
http://www.wikidata.org/entity/Q107383982,ipfshttpclient
http://www.wikidata.org/entity/Q107386517,ipwhois
http://www.wikidata.org/entity/Q107385544,ipydatawidgets
http://www.wikidata.org/entity/Q107380678,ipython-genutils
http://www.wikidata.org/entity/Q107381046,isodate
http://www.wikidata.org/entity/Q107384116,isoweek
http://www.wikidata.org/entity/Q107384384,jaeger-client
http://www.wikidata.org/entity/Q107382781,janome
http://www.wikidata.org/entity/Q107383790,jaraco-functools
http://www.wikidata.org/entity/Q107381359,jaraco.structures
http://www.wikidata.org/entity/Q107382150,jaxlib
http://www.wikidata.org/entity/Q107382780,jieba
http://www.wikidata.org/entity/Q107385738,jproperties
http://www.wikidata.org/entity/Q107387076,jprops
http://www.wikidata.org/entity/Q107387205,jsl
http://www.wikidata.org/entity/Q107387218,json-spec
http://www.wikidata.org/entity/Q107385419,json2parquet
http://www.wikidata.org/entity/Q107380741,jsondiff
http://www.wikidata.org/entity/Q107383876,jsonlines
http://www.wikidata.org/entity/Q107385309,jsonpath-rw-ext
http://www.wikidata.org/entity/Q107380705,jsonschema
http://www.wikidata.org/entity/Q107380755,junit-xml
http://www.wikidata.org/entity/Q107380690,jupyter-core
http://www.wikidata.org/entity/Q107387107,jupyter-kernel-gateway
http://www.wikidata.org/entity/Q107384331,kaggle
http://www.wikidata.org/entity/Q107384809,kazurator
http://www.wikidata.org/entity/Q107385743,kedro
http://www.wikidata.org/entity/Q107386686,keen
http://www.wikidata.org/entity/Q107386758,keras-embed-sim
http://www.wikidata.org/entity/Q107385707,keras-mxnet
http://www.wikidata.org/entity/Q107386474,keras-self-attention
http://www.wikidata.org/entity/Q107382495,kivy-deps.glew
http://www.wikidata.org/entity/Q107386223,knowit
http://www.wikidata.org/entity/Q107384090,kt-legacy
http://www.wikidata.org/entity/Q107385758,l18n
http://www.wikidata.org/entity/Q107386876,langua
http://www.wikidata.org/entity/Q107384277,lazy
http://www.wikidata.org/entity/Q107386667,libconf
http://www.wikidata.org/entity/Q107381836,librabbitmq
http://www.wikidata.org/entity/Q107381094,linkify-it-py
http://www.wikidata.org/entity/Q107386381,localstack-client
http://www.wikidata.org/entity/Q107385283,logzero
http://www.wikidata.org/entity/Q107384635,logzio-python-handler
http://www.wikidata.org/entity/Q107383983,lru-dict
http://www.wikidata.org/entity/Q107383268,lunardate
http://www.wikidata.org/entity/Q107384378,m3u8
http://www.wikidata.org/entity/Q107384349,magicattr
http://www.wikidata.org/entity/Q107384158,marionette-driver
http://www.wikidata.org/entity/Q107382383,marisa-trie-m
http://www.wikidata.org/entity/Q107385394,marshmallow-dataclass
http://www.wikidata.org/entity/Q107382230,mecab-python3
http://www.wikidata.org/entity/Q107386570,mechanicalsoup
http://www.wikidata.org/entity/Q107384677,memoized-property
http://www.wikidata.org/entity/Q107385551,meshio
http://www.wikidata.org/entity/Q107384448,metpy
http://www.wikidata.org/entity/Q107383179,mike
http://www.wikidata.org/entity/Q107385401,milksnake
http://www.wikidata.org/entity/Q107384240,missingno
http://www.wikidata.org/entity/Q106419131,mitmproxy
http://www.wikidata.org/entity/Q107384697,mizani
http://www.wikidata.org/entity/Q107385850,mkdocs-include-markdown-plugin
http://www.wikidata.org/entity/Q107385381,model-bakery
http://www.wikidata.org/entity/Q107386428,mojimoji
http://www.wikidata.org/entity/Q107386275,monthdelta
http://www.wikidata.org/entity/Q107382324,moreorless
http://www.wikidata.org/entity/Q107381582,Morfessor
http://www.wikidata.org/entity/Q107383211,mozinfo
http://www.wikidata.org/entity/Q107383164,mozrunner
http://www.wikidata.org/entity/Q107382461,mpld3
http://www.wikidata.org/entity/Q107382456,mplhep
http://www.wikidata.org/entity/Q107382444,mplhep-data
http://www.wikidata.org/entity/Q107381713,msrest
http://www.wikidata.org/entity/Q107383782,multipledispatch
http://www.wikidata.org/entity/Q107382204,multiprocess
http://www.wikidata.org/entity/Q107382380,munkres
http://www.wikidata.org/entity/Q107384852,mypy-boto3-alexaforbusiness
http://www.wikidata.org/entity/Q107384866,mypy-boto3-appmesh
http://www.wikidata.org/entity/Q107384874,mypy-boto3-autoscaling-plans
http://www.wikidata.org/entity/Q107384878,mypy-boto3-budgets
http://www.wikidata.org/entity/Q107384892,mypy-boto3-codeartifact
http://www.wikidata.org/entity/Q107384899,mypy-boto3-codestar
http://www.wikidata.org/entity/Q107384905,mypy-boto3-comprehend
http://www.wikidata.org/entity/Q107384912,mypy-boto3-cur
http://www.wikidata.org/entity/Q107384914,mypy-boto3-databrew
http://www.wikidata.org/entity/Q107384920,mypy-boto3-devicefarm
http://www.wikidata.org/entity/Q107384934,mypy-boto3-ec2-instance-connect
http://www.wikidata.org/entity/Q107384935,mypy-boto3-ecr
http://www.wikidata.org/entity/Q107384938,mypy-boto3-efs
http://www.wikidata.org/entity/Q107384943,mypy-boto3-elastictranscoder
http://www.wikidata.org/entity/Q107384947,mypy-boto3-emr-containers
http://www.wikidata.org/entity/Q107384956,mypy-boto3-forecastquery
http://www.wikidata.org/entity/Q107384961,mypy-boto3-globalaccelerator
http://www.wikidata.org/entity/Q107384965,mypy-boto3-groundstation
http://www.wikidata.org/entity/Q107384976,mypy-boto3-iot-data
http://www.wikidata.org/entity/Q107384982,mypy-boto3-iotdeviceadvisor
http://www.wikidata.org/entity/Q107384987,mypy-boto3-iotsecuretunneling
http://www.wikidata.org/entity/Q107384994,mypy-boto3-kendra
http://www.wikidata.org/entity/Q107384996,mypy-boto3-kinesis-video-archived-media
http://www.wikidata.org/entity/Q107385000,mypy-boto3-kinesisanalyticsv2
http://www.wikidata.org/entity/Q107385019,mypy-boto3-macie2
http://www.wikidata.org/entity/Q107385028,mypy-boto3-mediapackage-vod
http://www.wikidata.org/entity/Q107385035,mypy-boto3-mgn
http://www.wikidata.org/entity/Q107385036,mypy-boto3-migrationhub-config
http://www.wikidata.org/entity/Q107385050,mypy-boto3-outposts
http://www.wikidata.org/entity/Q107385080,mypy-boto3-rds
http://www.wikidata.org/entity/Q107385094,mypy-boto3-robomaker
http://www.wikidata.org/entity/Q107385102,mypy-boto3-s3
http://www.wikidata.org/entity/Q107385115,mypy-boto3-savingsplans
http://www.wikidata.org/entity/Q107385130,mypy-boto3-sms
http://www.wikidata.org/entity/Q107385132,mypy-boto3-snowball
http://www.wikidata.org/entity/Q107385134,mypy-boto3-sqs
http://www.wikidata.org/entity/Q107385399,namedlist
http://www.wikidata.org/entity/Q107380999,nc-time-axis
http://www.wikidata.org/entity/Q107384841,ncclient
http://www.wikidata.org/entity/Q107381824,neo4j
http://www.wikidata.org/entity/Q107384815,neobolt
http://www.wikidata.org/entity/Q107384746,newrelic-telemetry-sdk
http://www.wikidata.org/entity/Q107382941,newspaper
http://www.wikidata.org/entity/Q107384611,nosexcover
http://www.wikidata.org/entity/Q107384445,nrel-pysam
http://www.wikidata.org/entity/Q107380938,numba
http://www.wikidata.org/entity/Q107382442,numba-stats
http://www.wikidata.org/entity/Q107387221,numpy-quaternion
http://www.wikidata.org/entity/Q107380666,numpydoc
http://www.wikidata.org/entity/Q107386249,ocspbuilder
http://www.wikidata.org/entity/Q107385703,office365-rest-python-client
http://www.wikidata.org/entity/Q107381759,omegaconf
http://www.wikidata.org/entity/Q107384077,openapi-codec
http://www.wikidata.org/entity/Q107381048,openapi-schema-validator
http://www.wikidata.org/entity/Q107382357,opencensus-context
http://www.wikidata.org/entity/Q107386485,opencensus-correlation
http://www.wikidata.org/entity/Q107383775,opencensus-ext-azure
http://www.wikidata.org/entity/Q107382364,opentelemetry-exporter-otlp-proto-grpc
http://www.wikidata.org/entity/Q107381799,opentelemetry-instrumentation
http://www.wikidata.org/entity/Q107386164,os-win
http://www.wikidata.org/entity/Q107385698,oset
http://www.wikidata.org/entity/Q107386863,oslo-vmware
http://www.wikidata.org/entity/Q107380902,oslo.context
http://www.wikidata.org/entity/Q107380884,oslo.i18n
http://www.wikidata.org/entity/Q107385635,oslo.messaging
http://www.wikidata.org/entity/Q107380907,oslo.serialization
http://www.wikidata.org/entity/Q107380906,oslo.utils
http://www.wikidata.org/entity/Q107386736,oslo.vmware
http://www.wikidata.org/entity/Q107384183,ossaudit
http://www.wikidata.org/entity/Q107383837,oyaml
http://www.wikidata.org/entity/Q107383393,Pallets-Sphinx-Themes
http://www.wikidata.org/entity/Q107384342,pamqp
http://www.wikidata.org/entity/Q107385201,pandoc
http://www.wikidata.org/entity/Q107380641,panflute
http://www.wikidata.org/entity/Q107382381,panphon
http://www.wikidata.org/entity/Q107385489,pansi
http://www.wikidata.org/entity/Q107386506,parquet
http://www.wikidata.org/entity/Q107382748,parsel
http://www.wikidata.org/entity/Q107387078,parsy
http://www.wikidata.org/entity/Q107384513,pathlib-mate
http://www.wikidata.org/entity/Q107381660,pathmatch
http://www.wikidata.org/entity/Q107381590,patsy
http://www.wikidata.org/entity/Q107386147,pbkdf2
http://www.wikidata.org/entity/Q107384574,pdbpp
http://www.wikidata.org/entity/Q107385412,pdfminer.six
http://www.wikidata.org/entity/Q107383289,pep562
http://www.wikidata.org/entity/Q107385623,pgeocode
http://www.wikidata.org/entity/Q107383182,pipenv
http://www.wikidata.org/entity/Q107382437,pkgconfig
http://www.wikidata.org/entity/Q107385837,plotly-express
http://www.wikidata.org/entity/Q107385871,potsdb
http://www.wikidata.org/entity/Q107383389,ppft
http://www.wikidata.org/entity/Q107384539,prance
http://www.wikidata.org/entity/Q107387005,pretrainedmodels
http://www.wikidata.org/entity/Q107381700,prometheus-flask-exporter
http://www.wikidata.org/entity/Q107382752,protego
http://www.wikidata.org/entity/Q107385625,publicsuffixlist
http://www.wikidata.org/entity/Q107384541,pubnub
http://www.wikidata.org/entity/Q107384073,pudb
http://www.wikidata.org/entity/Q107383984,py-geth
http://www.wikidata.org/entity/Q107386757,py-healthcheck
http://www.wikidata.org/entity/Q107385751,py2-ipaddress
http://www.wikidata.org/entity/Q107384033,pyaes
http://www.wikidata.org/entity/Q107381483,pyamg
http://www.wikidata.org/entity/Q107381695,pyaml
http://www.wikidata.org/entity/Q107380626,pyasn1-modules
http://www.wikidata.org/entity/Q107385406,pybloom-live
http://www.wikidata.org/entity/Q107386122,pybrake
http://www.wikidata.org/entity/Q107386443,pybreaker
http://www.wikidata.org/entity/Q107385706,pycld2
http://www.wikidata.org/entity/Q107386205,pydeep
http://www.wikidata.org/entity/Q107386684,pydes
http://www.wikidata.org/entity/Q107384273,pydotplus
http://www.wikidata.org/entity/Q107381111,PyEnchant
http://www.wikidata.org/entity/Q107381470,pyerfa
http://www.wikidata.org/entity/Q107385268,pyexcel-ezodf
http://www.wikidata.org/entity/Q107385270,pyexcel-ods3
http://www.wikidata.org/entity/Q107385191,pygeohash
http://www.wikidata.org/entity/Q107385236,pygerduty
http://www.wikidata.org/entity/Q107386918,pygerrit2
http://www.wikidata.org/entity/Q107386827,pygpgme
http://www.wikidata.org/entity/Q107387061,pygtail
http://www.wikidata.org/entity/Q107386487,pyhacrf-datamade
http://www.wikidata.org/entity/Q107387241,pyhaversion
http://www.wikidata.org/entity/Q107386657,pykafka
http://www.wikidata.org/entity/Q107386043,pykcs11
http://www.wikidata.org/entity/Q107381058,pykerberos
http://www.wikidata.org/entity/Q107383821,pylint-django
http://www.wikidata.org/entity/Q107384619,pylint-flask
http://www.wikidata.org/entity/Q107384210,pylru
http://www.wikidata.org/entity/Q107383488,pylsqpack
http://www.wikidata.org/entity/Q107386836,pymobiledetect
http://www.wikidata.org/entity/Q107380921,PyMySQL
http://www.wikidata.org/entity/Q107380736,PyNaCl
http://www.wikidata.org/entity/Q107381330,pyobjc-framework-Accessibility
http://www.wikidata.org/entity/Q107381224,pyobjc-framework-ApplicationServices
http://www.wikidata.org/entity/Q107381333,pyobjc-framework-AppTrackingTransparency
http://www.wikidata.org/entity/Q107381264,pyobjc-framework-AVFoundation
http://www.wikidata.org/entity/Q107381318,pyobjc-framework-DeviceCheck
http://www.wikidata.org/entity/Q107381348,pyobjc-framework-DictionaryServices
http://www.wikidata.org/entity/Q107381272,pyobjc-framework-GameCenter
http://www.wikidata.org/entity/Q107381300,pyobjc-framework-Intents
http://www.wikidata.org/entity/Q107381352,pyobjc-framework-InterfaceBuilderKit
http://www.wikidata.org/entity/Q107381261,pyobjc-framework-iTunesLibrary
http://www.wikidata.org/entity/Q107381287,pyobjc-framework-LocalAuthentication
http://www.wikidata.org/entity/Q107381306,pyobjc-framework-MetalPerformanceShaders
http://www.wikidata.org/entity/Q107381311,pyobjc-framework-Network
http://www.wikidata.org/entity/Q107381295,pyobjc-framework-NetworkExtension
http://www.wikidata.org/entity/Q107381259,pyobjc-framework-OpenDirectory
http://www.wikidata.org/entity/Q107381323,pyobjc-framework-OSLog
http://www.wikidata.org/entity/Q107381340,pyobjc-framework-PassKit
http://www.wikidata.org/entity/Q107381353,pyobjc-framework-PubSub
http://www.wikidata.org/entity/Q107381246,pyobjc-framework-SecurityFoundation
http://www.wikidata.org/entity/Q107381328,pyobjc-framework-SoundAnalysis
http://www.wikidata.org/entity/Q107381250,pyobjc-framework-SystemConfiguration
http://www.wikidata.org/entity/Q107383633,pyotp
http://www.wikidata.org/entity/Q107382754,PyPyDispatcher
http://www.wikidata.org/entity/Q107381633,pyquery
http://www.wikidata.org/entity/Q107381184,pyre-extensions
http://www.wikidata.org/entity/Q107382321,pyro-ppl
http://www.wikidata.org/entity/Q107381545,Pyro4
http://www.wikidata.org/entity/Q107384681,pyroute2
http://www.wikidata.org/entity/Q107380697,pyrsistent
http://www.wikidata.org/entity/Q107385250,pyscaffoldext-dsproject
http://www.wikidata.org/entity/Q107385240,pysmb
http://www.wikidata.org/entity/Q107385840,pysolr
http://www.wikidata.org/entity/Q107385307,pyspark-dist-explore
http://www.wikidata.org/entity/Q107381473,pytest-arraydiff
http://www.wikidata.org/entity/Q107381478,pytest-astropy
http://www.wikidata.org/entity/Q107381207,pytest-black-multipy
http://www.wikidata.org/entity/Q107381629,pytest-cover
http://www.wikidata.org/entity/Q107384584,pytest-custom-exit-code
http://www.wikidata.org/entity/Q107380826,pytest-dependency
http://www.wikidata.org/entity/Q107385300,pytest-flakes
http://www.wikidata.org/entity/Q107387129,pytest-json
http://www.wikidata.org/entity/Q107383330,pytest-lazy-fixture
http://www.wikidata.org/entity/Q107386605,pytest-logger
http://www.wikidata.org/entity/Q107381067,pytest-order
http://www.wikidata.org/entity/Q107384234,pytest-ordering
http://www.wikidata.org/entity/Q107386966,pytest-pydocstyle
http://www.wikidata.org/entity/Q107380713,pytest-rerunfailures
http://www.wikidata.org/entity/Q107383916,pytest-subtests
http://www.wikidata.org/entity/Q107386262,pytest-testrail
http://www.wikidata.org/entity/Q107385684,python-barbicanclient
http://www.wikidata.org/entity/Q107381857,python-consul2
http://www.wikidata.org/entity/Q107384728,python-geoip
http://www.wikidata.org/entity/Q107384320,python-glanceclient
http://www.wikidata.org/entity/Q107383189,python-http-client
http://www.wikidata.org/entity/Q107383172,python-jose
http://www.wikidata.org/entity/Q107380923,python-json-logger
http://www.wikidata.org/entity/Q107386072,python-magnumclient
http://www.wikidata.org/entity/Q107381863,python-memcached
http://www.wikidata.org/entity/Q107380859,python-subunit
http://www.wikidata.org/entity/Q107386520,pythonwhois
http://www.wikidata.org/entity/Q107385876,pytils
http://www.wikidata.org/entity/Q107387106,pytorch-memlab
http://www.wikidata.org/entity/Q107386759,pyttsx3
http://www.wikidata.org/entity/Q107383921,pyvmomi
http://www.wikidata.org/entity/Q107381464,PyWavelets
http://www.wikidata.org/entity/Q107380835,pywinpty
http://www.wikidata.org/entity/Q107382210,pyzstd
http://www.wikidata.org/entity/Q107384638,qdldl
http://www.wikidata.org/entity/Q107387189,qtawesome
http://www.wikidata.org/entity/Q107384700,rake-nltk
http://www.wikidata.org/entity/Q107386219,rebulk
http://www.wikidata.org/entity/Q107381638,repoze.lru
http://www.wikidata.org/entity/Q107384203,repoze.who
http://www.wikidata.org/entity/Q107386176,requests-aws-sign
http://www.wikidata.org/entity/Q107381781,requests-kerberos
http://www.wikidata.org/entity/Q107384763,requests-pkcs12
http://www.wikidata.org/entity/Q107385778,requirementslib
http://www.wikidata.org/entity/Q107382415,rinoh-typeface-texgyreheros
http://www.wikidata.org/entity/Q107382418,rinohtype
http://www.wikidata.org/entity/Q107381667,rlPyCairo
http://www.wikidata.org/entity/Q107384543,robotframework-requests
http://www.wikidata.org/entity/Q107385370,robotframework-selenium2library
http://www.wikidata.org/entity/Q107382768,ropgadget
http://www.wikidata.org/entity/Q107386867,rosdistro
http://www.wikidata.org/entity/Q107385793,rpqueue
http://www.wikidata.org/entity/Q107382773,rpyc
http://www.wikidata.org/entity/Q107386752,rstcheck
http://www.wikidata.org/entity/Q107384363,saltpylint
http://www.wikidata.org/entity/Q107382177,samplerate
http://www.wikidata.org/entity/Q107382083,sanic
http://www.wikidata.org/entity/Q107386136,sanic-cors
http://www.wikidata.org/entity/Q107382069,sanic-routing
http://www.wikidata.org/entity/Q107385884,scikit-surprise
http://www.wikidata.org/entity/Q107385345,scrypt
http://www.wikidata.org/entity/Q107381543,selectors34
http://www.wikidata.org/entity/Q107385922,setuptools-scm-git-archive
http://www.wikidata.org/entity/Q107386579,sfctl
http://www.wikidata.org/entity/Q107381481,sgp4
http://www.wikidata.org/entity/Q107385230,shiboken2
http://www.wikidata.org/entity/Q107386934,shippo
http://www.wikidata.org/entity/Q107386230,sickrage
http://www.wikidata.org/entity/Q107385752,simple-crypt
http://www.wikidata.org/entity/Q107386159,simple-rest-client
http://www.wikidata.org/entity/Q107381220,singledispatch
http://www.wikidata.org/entity/Q107384117,skyfield-data
http://www.wikidata.org/entity/Q107384618,slackweb
http://www.wikidata.org/entity/Q107381541,smart-open
http://www.wikidata.org/entity/Q107381006,smmap
http://www.wikidata.org/entity/Q107383513,snakebite-py3
http://www.wikidata.org/entity/Q107381839,softlayer-messaging
http://www.wikidata.org/entity/Q107380503,sortedcontainers
http://www.wikidata.org/entity/Q107382091,soundfile
http://www.wikidata.org/entity/Q107382179,soxr
http://www.wikidata.org/entity/Q107385433,speaklater
http://www.wikidata.org/entity/Q107384705,speechrecognition
http://www.wikidata.org/entity/Q107385785,speedtest-cli
http://www.wikidata.org/entity/Q107382783,sphinx_rtd_theme
http://www.wikidata.org/entity/Q107384360,sphinx-ansible-theme
http://www.wikidata.org/entity/Q107380707,sphinx-argparse-cli
http://www.wikidata.org/entity/Q107383612,sphinx-autoapi
http://www.wikidata.org/entity/Q107380712,sphinx-autodoc-typehints
http://www.wikidata.org/entity/Q107381088,sphinx-automodapi
http://www.wikidata.org/entity/Q107381000,sphinx-autosummary-accessors
http://www.wikidata.org/entity/Q107382174,sphinx-multiversion
http://www.wikidata.org/entity/Q107382218,sphinx-py3doc-enhanced-theme
http://www.wikidata.org/entity/Q107383638,sphinx-toolbox
http://www.wikidata.org/entity/Q107384655,lifelines
http://www.wikidata.org/entity/Q107385257,lml
http://www.wikidata.org/entity/Q107385555,panel
http://www.wikidata.org/entity/Q107383437,rx
http://www.wikidata.org/entity/Q107380968,stone
http://www.wikidata.org/entity/Q107381143,wmi
http://www.wikidata.org/entity/Q107385418,watermark
http://www.wikidata.org/entity/Q107382895,pamela
http://www.wikidata.org/entity/Q107383192,gorilla
http://www.wikidata.org/entity/Q107386794,art
http://www.wikidata.org/entity/Q107384380,glfw
http://www.wikidata.org/entity/Q107382139,catalyst
http://www.wikidata.org/entity/Q107381694,cma
http://www.wikidata.org/entity/Q107381157,black
http://www.wikidata.org/entity/Q107380740,docker
http://www.wikidata.org/entity/Q107386042,geog
http://www.wikidata.org/entity/Q107381612,rql
http://www.wikidata.org/entity/Q15967387,pandas
http://www.wikidata.org/entity/Q107385356,deap
http://www.wikidata.org/entity/Q107382198,dash
http://www.wikidata.org/entity/Q107387048,logentries
http://www.wikidata.org/entity/Q107381107,priority
http://www.wikidata.org/entity/Q17639196,searx
http://www.wikidata.org/entity/Q18205644,brotli
http://www.wikidata.org/entity/Q107385515,plink
http://www.wikidata.org/entity/Q107370303,click
http://www.wikidata.org/entity/Q107383752,quart
http://www.wikidata.org/entity/Q23810842,meson
http://www.wikidata.org/entity/Q107385316,first
http://www.wikidata.org/entity/Q107381664,gym
http://www.wikidata.org/entity/Q107385246,face
http://www.wikidata.org/entity/Q107383253,scp
http://www.wikidata.org/entity/Q107384341,tfx
http://www.wikidata.org/entity/Q100153863,arrow
http://www.wikidata.org/entity/Q28941623,autopep8
http://www.wikidata.org/entity/Q107383845,certbot
http://www.wikidata.org/entity/Q107383912,certbot-apache
http://www.wikidata.org/entity/Q107383943,certbot-nginx
http://www.wikidata.org/entity/Q107384161,naked
http://www.wikidata.org/entity/Q28975388,pyxattr
http://www.wikidata.org/entity/Q28975418,ReParser
http://www.wikidata.org/entity/Q107384767,logging
http://www.wikidata.org/entity/Q107381071,radon
http://www.wikidata.org/entity/Q107381170,falcon
http://www.wikidata.org/entity/Q107380451,Babel
http://www.wikidata.org/entity/Q50560420,awscli
http://www.wikidata.org/entity/Q107386588,reprint
http://www.wikidata.org/entity/Q107385170,patool
http://www.wikidata.org/entity/Q107381654,lightgbm
http://www.wikidata.org/entity/Q107384236,h3
http://www.wikidata.org/entity/Q63968347,bilby
http://www.wikidata.org/entity/Q63066317,eyeD3
http://www.wikidata.org/entity/Q2342759,pyramid
http://www.wikidata.org/entity/Q28975259,nose
http://www.wikidata.org/entity/Q107382277,furl
http://www.wikidata.org/entity/Q107384724,parsley
http://www.wikidata.org/entity/Q107386998,niet
http://www.wikidata.org/entity/Q969382,Twisted
http://www.wikidata.org/entity/Q107387132,basket
http://www.wikidata.org/entity/Q107385601,lizard
http://www.wikidata.org/entity/Q107382770,unicorn
http://www.wikidata.org/entity/Q87915909,stem
http://www.wikidata.org/entity/Q107386771,async
http://www.wikidata.org/entity/Q107383809,toposort
http://www.wikidata.org/entity/Q107384414,uuid
http://www.wikidata.org/entity/Q107386066,dataset
http://www.wikidata.org/entity/Q100153707,pywin32
http://www.wikidata.org/entity/Q102565362,mkdocs
http://www.wikidata.org/entity/Q107383214,pastel
http://www.wikidata.org/entity/Q107387007,ase
http://www.wikidata.org/entity/Q107383293,avro
http://www.wikidata.org/entity/Q107385655,image
http://www.wikidata.org/entity/Q107385523,snappy
http://www.wikidata.org/entity/Q107380505,toml
http://www.wikidata.org/entity/Q106211728,easybase-python
http://www.wikidata.org/entity/Q107383792,acme
http://www.wikidata.org/entity/Q107385576,aiocarbon
http://www.wikidata.org/entity/Q107386896,aioeventlet
http://www.wikidata.org/entity/Q107383510,aiosqlite
http://www.wikidata.org/entity/Q107383395,aliyun-python-sdk-core
http://www.wikidata.org/entity/Q107383634,aliyunsdkcore
http://www.wikidata.org/entity/Q107382302,allennlp
http://www.wikidata.org/entity/Q107386266,alpha-vantage
http://www.wikidata.org/entity/Q107385997,altair-viewer
http://www.wikidata.org/entity/Q107384369,ansi2html
http://www.wikidata.org/entity/Q107383650,ansible-base
http://www.wikidata.org/entity/Q107386024,ansible-runner
http://www.wikidata.org/entity/Q107386781,ansible-vault
http://www.wikidata.org/entity/Q107381866,ansicon
http://www.wikidata.org/entity/Q107384648,anytree
http://www.wikidata.org/entity/Q107383551,apache-airflow-providers-apache-hdfs
http://www.wikidata.org/entity/Q107383553,apache-airflow-providers-apache-livy
http://www.wikidata.org/entity/Q107383556,apache-airflow-providers-apache-spark
http://www.wikidata.org/entity/Q107383557,apache-airflow-providers-apache-sqoop
http://www.wikidata.org/entity/Q107383532,apache-airflow-providers-exasol
http://www.wikidata.org/entity/Q107383538,apache-airflow-providers-facebook
http://www.wikidata.org/entity/Q107383446,apache-airflow-providers-ftp
http://www.wikidata.org/entity/Q107383529,apache-airflow-providers-mysql
http://www.wikidata.org/entity/Q107383542,apache-airflow-providers-postgres
http://www.wikidata.org/entity/Q107383544,apache-airflow-providers-salesforce
http://www.wikidata.org/entity/Q107384748,av
http://www.wikidata.org/entity/Q107380947,gsw
http://www.wikidata.org/entity/Q107381604,meta
http://www.wikidata.org/entity/Q107382089,sh
http://www.wikidata.org/entity/Q107384501,wikipedia
http://www.wikidata.org/entity/Q107386142,aws
http://www.wikidata.org/entity/Q107382801,google
http://www.wikidata.org/entity/Q107386725,html
http://www.wikidata.org/entity/Q107384671,scs
http://www.wikidata.org/entity/Q113623776,bob
http://www.wikidata.org/entity/Q107382835,fabric
http://www.wikidata.org/entity/Q107387173,nostradamus
http://www.wikidata.org/entity/Q107380609,py
http://www.wikidata.org/entity/Q107386708,sip
http://www.wikidata.org/entity/Q107382068,rq
http://www.wikidata.org/entity/Q107384460,kerberos
